trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
4853.0,2638,17124053,606.0,False,eatout,35730,9679,17.0,DRIVEALONEFREE
4854.0,2638,17124053,606.0,False,Home,1235,35730,17.0,DRIVEALONEFREE
4857.0,2638,17124053,607.0,True,social,7925,1235,18.0,SHARED2FREE
4861.0,2638,17124053,607.0,False,Home,1235,7925,21.0,SHARED2FREE
4865.0,2639,17124053,608.0,True,othmaint,9460,1235,10.0,SHARED2FREE
4866.0,2639,17124053,608.0,True,othmaint,23074,9460,10.0,SHARED2FREE
4867.0,2639,17124053,608.0,True,othmaint,9460,23074,11.0,SHARED2FREE
4869.0,2639,17124053,608.0,False,Home,1235,9460,11.0,SHARED2FREE
4873.0,2639,17124053,609.0,True,social,16348,1235,14.0,SHARED2FREE
4874.0,2639,17124053,609.0,True,social,16348,16348,14.0,WALK
4877.0,2639,17124053,609.0,False,Home,1235,16348,15.0,SHARED2FREE
4897.0,2644,17124064,612.0,True,work,3367,20615,12.0,WALK_LOC
4901.0,2644,17124064,612.0,False,Home,20615,28618,16.0,WALK_LOC
4905.0,2654,17124172,613.0,True,work,1057,29541,10.0,DRIVEALONEFREE
4909.0,2654,17124172,613.0,False,Home,29541,16608,18.0,DRIVEALONEFREE
4913.0,2655,17124172,614.0,True,work,16343,29541,12.0,DRIVEALONEFREE
4917.0,2655,17124172,614.0,False,Home,29541,16343,18.0,DRIVEALONEFREE
4921.0,2668,17124316,615.0,True,social,27370,25809,5.0,DRIVEALONEFREE
4922.0,2668,17124316,615.0,True,social,33480,27370,5.0,WALK
4925.0,2668,17124316,615.0,False,social,33480,33480,6.0,WALK
4926.0,2668,17124316,615.0,False,Home,25809,33480,7.0,DRIVEALONEFREE
4929.0,2668,17124316,616.0,True,work,35207,25809,9.0,DRIVEALONEFREE
4933.0,2668,17124316,616.0,False,work,27636,35207,16.0,DRIVEALONEFREE
4934.0,2668,17124316,616.0,False,Home,25809,3805,16.0,DRIVEALONEFREE
4937.0,2668,17124316,617.0,True,othmaint,35474,25809,18.0,DRIVEALONEFREE
4941.0,2668,17124316,617.0,False,Home,25809,35474,21.0,DRIVEALONEFREE
4945.0,2669,17124316,618.0,True,work,49097,25809,6.0,DRIVEALONEFREE
4949.0,2669,17124316,618.0,False,Home,25809,49097,15.0,DRIVEALONEFREE
4977.0,2676,17124350,622.0,True,work,9417,9156,10.0,DRIVEALONEFREE
4981.0,2676,17124350,622.0,False,Home,9156,9417,19.0,DRIVEALONEFREE
4985.0,2677,17124350,623.0,True,escort,24402,17984,14.0,SHARED2FREE
4986.0,2677,17124350,623.0,True,eatout,2809,24402,14.0,SHARED3FREE
4987.0,2677,17124350,623.0,True,shopping,23074,2809,14.0,SHARED3FREE
4989.0,2677,17124350,623.0,False,shopping,2579,23074,16.0,SHARED2FREE
4990.0,2677,17124350,623.0,False,Home,17984,2579,17.0,SHARED2FREE
5025.0,2782,17125333,628.0,True,school,39839,37567,12.0,SHARED3FREE
5029.0,2782,17125333,628.0,False,othmaint,36494,36059,15.0,SHARED3FREE
5030.0,2782,17125333,628.0,False,Home,37567,36494,16.0,SHARED3FREE
5041.0,2805,17125504,630.0,True,eatout,12926,29651,11.0,WALK_LR
5042.0,2805,17125504,630.0,True,school,12926,12926,13.0,WALK
